Company,TypeName,Inches,Price,Ram(GB),Weight(kg),Cpu(processor),"Gpu(I,N,A)Brand",SSD,HDD,X_res,Y_res,TouchScreen,Ips_display,OS,PPI,Resolution
Dell,Ultrabook,14.0,11.45711672814165,8,1.36,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Toshiba,Notebook,13.3,11.261752740934517,8,1.2,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Asus,2 in 1 Convertible,12.5,11.030873869571886,8,1.2,Other Intel,Intel,0,0,1920,1080,0,0,Other,176.23257360658386,1920x1080
Lenovo,Ultrabook,14.0,11.281414342976868,8,1.7,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Gaming,17.3,12.031987793755118,16,4.36,Intel Core i7,Nvidia,512,1000,3840,2160,0,1,Windows,254.67134914246225,3840x2160
Dell,2 in 1 Convertible,13.3,11.52464373704442,8,1.24,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
HP,2 in 1 Convertible,11.6,10.62842405558548,4,1.45,Other Intel,Intel,256,0,1366,768,1,0,Windows,135.0942111925629,1366x768
Dell,Ultrabook,13.3,11.120757161229305,8,1.3,Intel Core i7,Intel,256,0,3200,1800,0,0,Windows,276.053530085501,3200x1800
Acer,2 in 1 Convertible,11.6,9.93914036985058,4,1.25,Intel Celeron,Intel,0,0,1366,768,1,1,Other,135.0942111925629,1366x768
Toshiba,Notebook,13.3,11.311846686253432,8,1.2,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Ultrabook,12.5,11.448630114264333,8,1.36,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,176.23257360658386,1920x1080
Acer,Notebook,15.6,10.892276046585742,12,2.4,Intel Core i5,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Toshiba,Ultrabook,12.5,11.465531925066934,8,1.1,Intel Core i7,Intel,512,0,1920,1080,1,0,Windows,176.23257360658386,1920x1080
HP,Notebook,15.6,10.716671227805325,8,2.04,Intel Core i5,Nvidia,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,10.118930877053268,4,2.25,Intel Core i3,AMD,0,1000,1366,768,0,0,Linux,100.45466986113652,1366x768
Dell,Notebook,15.6,10.690944412566814,4,1.9,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.50497986449436,4,2.04,Intel Core i3,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Gaming,17.3,12.030401247333158,32,4.42,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,10.519472871796928,6,2.4,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,13.3,11.52464373704442,16,1.22,Intel Core i7,Intel,512,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Dell,Ultrabook,14.0,11.55778003196968,8,1.5,Intel Core i7,Intel,256,0,2560,1440,1,0,Windows,209.8006828649808,2560x1440
Dell,Gaming,17.3,11.91293572239543,32,4.42,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Toshiba,Notebook,14.0,11.048830743691845,8,1.95,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Asus,Gaming,17.3,11.601107316686976,16,2.73,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Notebook,15.6,10.862092668762644,8,2.04,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,10.885314307876945,4,1.7,Intel Core i5,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Asus,2 in 1 Convertible,15.6,11.470547260182666,16,2.3,Intel Core i7,Nvidia,512,2000,3840,2160,1,0,Windows,282.42399616439724,3840x2160
HP,Notebook,15.6,10.336863503805128,6,2.04,Intel Core i7,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Gaming,17.3,11.442360501250736,16,2.99,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Dell,2 in 1 Convertible,15.6,11.144911042902732,12,2.19,Intel Core i7,Intel,512,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
Toshiba,Notebook,13.3,11.061462490597744,4,1.2,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Notebook,15.6,10.283659467741664,6,2.2,AMD,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Fujitsu,Notebook,15.6,10.450993742936223,4,2.3,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Toshiba,Notebook,14.0,10.794485091507656,4,1.75,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Dell,Notebook,15.6,10.370822624347584,4,2.25,Intel Core i5,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.667644768738764,8,2.04,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Gaming,15.6,11.056428922922915,8,2.5,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.594300009749354,8,2.36,Intel Core i7,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,14.0,10.99575173454406,8,1.6,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Netbook,12.5,11.529371878240363,8,0.97,Other Intel,Intel,512,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
HP,Notebook,15.6,10.188167121983652,4,2.1,Intel Core i3,AMD,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,9.576276649067632,4,1.9,Intel Celeron,Intel,128,0,1366,768,0,0,Other,100.45466986113652,1366x768
Lenovo,Notebook,15.6,11.18267988243989,8,2.3,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,13.3,10.765658261746038,8,1.68,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Asus,Notebook,13.3,11.02307824758943,8,1.4,Intel Core i5,Intel,256,0,3200,1800,0,0,Windows,276.053530085501,3200x1800
HP,Ultrabook,13.3,11.18267988243989,8,1.11,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
Acer,Notebook,15.6,9.915732278952564,4,2.4,Other Intel,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Gaming,15.6,11.470547260182666,16,2.5,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,14.0,11.6200017877887,8,1.48,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Acer,Gaming,15.6,11.114428026177658,8,2.7,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Notebook,13.3,11.056428922922915,8,1.34,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
Dell,Notebook,15.6,10.280009828654116,4,2.18,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,14.0,10.633572072102885,4,1.64,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Toshiba,Notebook,13.3,11.061462490597744,4,1.2,Intel Core i5,Intel,128,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,14.0,10.978617394068182,4,1.48,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Notebook,14.0,11.06979587215689,4,1.95,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Ultrabook,14.0,11.254189968552817,8,1.43,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,14.0,10.931401459017524,8,1.64,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,14.0,10.503518943854685,4,1.64,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Dell,Gaming,15.6,10.83096982484206,8,2.65,Intel Core i5,Nvidia,0,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,12.5,11.314449160071012,4,1.26,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,176.23257360658386,1920x1080
HP,Notebook,14.0,11.34705032144641,4,1.48,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Ultrabook,14.0,11.518415853167008,8,1.54,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,13.3,10.660172753900062,4,1.49,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,117.82653006268644,1366x768
Toshiba,Notebook,13.3,11.07393666482292,8,1.5,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,117.82653006268644,1366x768
HP,Notebook,15.6,10.621938553982543,4,2.04,Intel Core i3,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,17.3,11.971204630519404,16,2.4,Intel Core i7,Nvidia,512,0,3840,2160,0,1,Windows,254.67134914246225,3840x2160
Toshiba,Notebook,14.0,11.28209242517164,8,1.47,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
HP,Notebook,14.0,11.684869359618002,8,1.43,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,2 in 1 Convertible,15.6,10.655147649183531,4,2.08,Intel Core i3,Intel,0,1000,1920,1080,1,1,Windows,141.21199808219862,1920x1080
Toshiba,Ultrabook,13.3,11.34705032144641,8,1.2,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,13.3,11.02220830408089,8,1.11,Intel Core i5,Intel,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
HP,Notebook,14.0,11.053421883178572,8,1.64,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.928710232504155,8,2.09,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,12.5,11.32736089528991,4,1.26,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,125.36742798669836,1366x768
HP,Notebook,14.0,11.056428922922915,4,2.31,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Notebook,14.0,10.941585213338248,4,1.95,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,111.93520355955212,1366x768
Dell,Ultrabook,13.3,11.368208546953756,8,1.29,Intel Core i5,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
HP,Notebook,17.3,10.9602773463504,8,2.63,Intel Core i5,Nvidia,256,0,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Notebook,14.0,10.85594510841814,4,1.64,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Acer,Notebook,15.6,9.989276182274937,6,2.1,AMD,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
MSI,Gaming,17.3,11.058781074545012,8,2.7,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Notebook,14.0,11.061462490597744,8,1.95,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,15.6,11.089508999068563,8,1.84,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Ultrabook,12.5,11.18267988243989,8,1.26,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
HP,Notebook,15.6,10.584910269399517,4,2.04,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Toshiba,Ultrabook,14.0,11.428543355697592,8,1.47,Intel Core i7,Intel,256,0,1920,1080,0,1,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.944364366779205,8,2.09,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,14.0,10.893771459117888,8,1.64,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Lenovo,2 in 1 Convertible,15.6,10.717261720884188,4,1.8,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
Vero,Notebook,14.0,9.326470842899342,2,1.45,Other Intel,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
Toshiba,Notebook,15.6,11.237488118934884,16,2.4,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.93172544442196,8,2.3,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,14.0,10.88331630521427,4,1.54,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,15.6,11.626842862666368,8,1.84,Intel Core i5,Intel,256,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,14.0,11.26789820240601,8,1.43,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
MSI,Gaming,17.3,11.318754369272693,16,3.78,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Gaming,17.3,11.711863755958657,16,4.6,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Asus,Netbook,11.6,9.638174223850264,4,1.2,Intel Celeron,Intel,0,0,1366,768,0,0,Other,135.0942111925629,1366x768
Lenovo,Notebook,14.0,11.846490622987275,16,1.1,Intel Core i7,Intel,256,0,2560,1440,0,1,Windows,209.8006828649808,2560x1440
HP,Notebook,15.6,10.862092668762644,8,1.91,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
Dell,2 in 1 Convertible,15.6,10.97315700921406,8,2.3,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.862092668762644,4,2.04,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Ultrabook,13.3,11.696022720831856,16,1.2,Intel Core i7,Intel,1000,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
HP,Notebook,15.6,10.533971572370383,4,2.31,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.188167121983652,4,1.96,Intel Core i5,Intel,0,500,1366,768,0,0,Other,100.45466986113652,1366x768
Acer,Notebook,15.6,10.082583913974387,8,2.4,AMD,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,2 in 1 Convertible,13.3,11.144911042902732,12,1.6,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,165.6321180513006,1920x1080
MSI,Gaming,15.6,11.481603204750256,16,2.94,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,10.950974953688084,8,2.04,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,17.3,10.881314302543595,16,4.0,Intel Core i7,Nvidia,0,1000,1920,1080,0,1,Other,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.301710499387234,4,2.25,Intel Core i5,Intel,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.873255868299651,16,2.32,Intel Core i7,AMD,0,2000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,15.6,11.540318039137862,16,1.8,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,13.3,11.260381938800736,8,1.29,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Asus,Gaming,17.3,12.263341053320566,64,3.58,Intel Core i7,Nvidia,1000,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,2 in 1 Convertible,13.3,10.657682154931749,8,1.62,Intel Core i7,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
Dell,Gaming,15.6,11.167743084945378,16,3.21,Intel Core i7,Nvidia,256,1000,3840,2160,0,0,Windows,282.42399616439724,3840x2160
Apple,Ultrabook,12.0,11.145680569681762,8,0.92,Other Intel,Intel,0,0,2304,1440,0,1,Mac,226.4155471693585,2304x1440
Dell,Notebook,15.6,10.15346364564591,4,2.06,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,11.064804181259648,4,2.31,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Ultrabook,12.5,11.064804181259648,8,1.26,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,176.23257360658386,1920x1080
HP,Notebook,13.3,10.969494001455322,8,1.49,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Ultrabook,12.5,11.421848531521595,8,1.3,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,176.23257360658386,1920x1080
Lenovo,Notebook,17.3,10.46628456073464,8,3.0,Intel Core i5,AMD,0,1000,1600,900,0,0,Windows,106.11306214269258,1600x900
Lenovo,Notebook,15.6,10.860047678274915,4,2.3,Intel Core i5,Nvidia,0,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
MSI,Gaming,17.3,11.799206957067089,16,3.78,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,Notebook,15.6,10.267130165790451,4,2.1,Intel Core i5,Intel,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Notebook,15.6,10.821440901496183,4,2.31,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Ultrabook,12.5,11.219074000897615,8,0.99,Other Intel,Intel,512,0,2560,1440,1,1,Windows,234.9767648087785,2560x1440
Lenovo,Gaming,17.3,12.05888963501851,32,4.6,Intel Core i7,Nvidia,512,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,2 in 1 Convertible,10.1,10.446778399351528,4,0.69,Other Intel,Intel,0,0,1920,1200,1,1,Windows,224.1738090785728,1920x1200
HP,Ultrabook,13.3,11.600668174471034,16,1.3,Intel Core i7,Intel,512,0,3840,2160,0,1,Windows,331.2642361026012,3840x2160
Dell,Notebook,15.6,10.59563423276249,8,2.18,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Notebook,14.0,10.913835810881007,4,1.54,Intel Core i5,Intel,0,500,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Workstation,15.6,11.28544251205692,8,1.9,Intel Core i7,AMD,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,14.0,11.064804181259648,8,1.7,Intel Core i5,Intel,180,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
HP,Notebook,13.3,10.397183294038651,4,1.29,Other Intel,Intel,0,0,3200,1800,0,0,Other,276.053530085501,3200x1800
Acer,Notebook,15.6,9.933985719261916,4,2.4,AMD,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Dell,Notebook,15.6,9.950616680806068,4,2.2,Other Intel,Intel,0,500,1366,768,0,0,Linux,100.45466986113652,1366x768
HP,Notebook,15.6,9.82197089913809,4,1.86,Intel Core i3,Intel,0,1000,1366,768,0,0,Other,100.45466986113652,1366x768
Asus,Gaming,17.3,11.352694739066088,8,2.7,Intel Core i7,Nvidia,256,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Ultrabook,13.3,10.682851144184026,4,1.4,Intel Core i5,AMD,256,0,1920,1080,0,1,Windows,165.6321180513006,1920x1080
HP,Netbook,12.5,11.352694739066088,4,2.4,Intel Core i5,Intel,128,0,1366,768,0,0,Windows,125.36742798669836,1366x768
Acer,Notebook,15.6,10.658921971998408,8,2.4,Intel Core i5,Nvidia,256,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Notebook,15.6,10.435152442572992,8,2.36,Intel Core i5,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
MSI,Gaming,17.3,11.352694739066088,8,2.6,Intel Core i7,Nvidia,256,0,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Notebook,15.6,10.190169124654323,4,1.96,Other Intel,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Asus,Gaming,17.3,11.715790550995315,16,4.3,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Ultrabook,12.5,11.010081106005767,4,1.5,Intel Core i3,Intel,0,500,1366,768,0,0,Windows,125.36742798669836,1366x768
Dell,Ultrabook,12.5,11.037726951247386,4,1.5,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,125.36742798669836,1366x768
Acer,Notebook,15.6,9.317895278196945,4,2.2,Intel Celeron,Intel,16,0,1366,768,0,0,Other,100.45466986113652,1366x768
HP,Workstation,17.3,11.947682155153789,8,3.0,Intel Core i7,AMD,0,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Lenovo,Gaming,15.6,11.064804181259648,16,2.4,Intel Core i7,Nvidia,512,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Dell,Ultrabook,12.5,11.229102177820836,8,1.5,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,125.36742798669836,1366x768
MSI,Gaming,17.3,11.296213725139731,8,2.9,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Lenovo,2 in 1 Convertible,15.6,10.740600003012675,4,2.1,Intel Core i5,Intel,256,0,1920,1080,1,1,Windows,141.21199808219862,1920x1080
HP,Notebook,15.6,9.962013031516571,4,2.1,AMD,AMD,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Asus,Gaming,15.6,11.175239371923306,16,2.59,Intel Core i7,Nvidia,128,1000,1920,1080,0,1,Windows,141.21199808219862,1920x1080
HP,Notebook,13.3,11.413356147904066,8,1.16,Other Intel,Intel,256,0,3200,1800,1,0,Windows,276.053530085501,3200x1800
Dell,Notebook,15.6,10.620847035233894,4,2.24,Intel Core i5,AMD,0,500,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,Notebook,15.6,10.03701794516015,4,2.1,Intel Core i3,Intel,128,0,1366,768,0,0,Windows,100.45466986113652,1366x768
HP,Ultrabook,13.3,11.56084210487126,8,1.16,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,2 in 1 Convertible,10.1,10.283659467741664,4,0.69,Other Intel,Intel,0,0,1920,1200,1,1,Other,224.1738090785728,1920x1200
Dell,Ultrabook,13.3,11.204674904025437,8,1.23,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Lenovo,Gaming,17.3,11.894913580522502,16,4.6,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Razer,Ultrabook,12.5,10.911903762066183,8,1.25,Intel Core i7,Intel,256,0,3840,2160,1,0,Windows,352.4651472131677,3840x2160
Toshiba,Ultrabook,13.3,11.683522558067624,16,1.05,Intel Core i7,Intel,512,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
Asus,Gaming,17.3,11.155242401621267,8,3.52,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
Vero,Notebook,13.3,9.253675685462651,4,1.35,Other Intel,Intel,0,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,13.3,11.408044834149251,8,1.16,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,165.6321180513006,1920x1080
HP,Notebook,14.0,11.29741074002049,8,1.43,Intel Core i5,Intel,256,0,1920,1080,0,0,Windows,157.3505121487356,1920x1080
Dell,Notebook,15.6,10.236346354272076,4,2.09,Intel Core i5,Intel,0,500,1366,768,0,0,Linux,100.45466986113652,1366x768
Asus,Notebook,15.6,10.050907057320815,4,2.0,Intel Core i3,Intel,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,14.0,11.395540949893968,8,1.8,Intel Core i7,Intel,256,0,1920,1080,1,1,Windows,157.3505121487356,1920x1080
Lenovo,2 in 1 Convertible,10.1,10.147261623643049,4,0.69,Other Intel,Intel,0,0,1920,1200,1,1,Windows,224.1738090785728,1920x1200
HP,Ultrabook,12.5,11.52253514374866,8,1.26,Intel Core i5,Intel,256,0,1366,768,0,0,Windows,125.36742798669836,1366x768
Lenovo,Gaming,15.6,10.872255357854844,8,2.4,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Other,141.21199808219862,1920x1080
HP,Gaming,17.3,11.004648590381796,8,3.35,Intel Core i5,Nvidia,128,1000,1920,1080,0,1,Windows,127.33567457123112,1920x1080
HP,Notebook,15.6,10.419692282932576,8,2.04,Intel Core i7,Intel,0,2000,1366,768,0,0,Windows,100.45466986113652,1366x768
Lenovo,2 in 1 Convertible,14.0,11.601341447040118,8,1.8,Intel Core i7,Nvidia,512,0,1920,1080,1,1,Windows,157.3505121487356,1920x1080
Asus,Notebook,14.0,9.60318213992277,4,1.5,Intel Celeron,Intel,0,0,1366,768,0,0,Windows,111.93520355955212,1366x768
HP,Ultrabook,15.6,10.598297350181973,8,1.84,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Acer,Notebook,15.6,10.398807989765654,4,2.23,Intel Core i5,Nvidia,0,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,Notebook,15.6,10.977716980635757,16,2.5,Intel Core i7,AMD,0,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,Workstation,17.3,12.256879973855344,8,3.0,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,127.33567457123112,1920x1080
Dell,Notebook,15.6,10.639970046582542,8,2.5,Intel Core i5,AMD,0,1000,1366,768,0,0,Windows,100.45466986113652,1366x768
MSI,Gaming,17.3,11.758368289071829,16,3.78,Intel Core i7,Nvidia,256,1000,1920,1080,0,0,Windows,127.33567457123112,1920x1080
HP,Ultrabook,15.6,11.658835785532077,8,1.88,Intel Core i7,Intel,256,0,1920,1080,0,0,Windows,141.21199808219862,1920x1080
Lenovo,2 in 1 Convertible,14.0,11.775314344519382,16,2.8,Intel Core i7,Intel,512,0,2560,1440,1,1,Windows,209.8006828649808,2560x1440
MSI,Gaming,15.6,11.016797696588752,8,2.4,Intel Core i7,Nvidia,128,1000,1920,1080,0,0,Windows,141.21199808219862,1920x1080
HP,2 in 1 Convertible,13.3,11.37128263483418,8,1.48,Intel Core i5,Intel,256,0,1920,1080,1,0,Windows,165.6321180513006,1920x1080
HP,Workstation,15.6,11.684869359618002,8,2.59,Intel Core i7,Nvidia,256,0,1920,1080,0,1,Windows,141.21199808219862,1920x1080
